Date,Close
2020-03-31,41.455440790322584
2020-06-30,54.09736511111111
2020-09-30,118.069135265625
2020-12-31,170.650363703125
2021-03-31,251.0619666557377
2021-06-30,217.0860856825397
2021-09-30,235.365522140625
2021-12-31,335.38968703125
2022-03-31,311.46725558064514
2022-06-30,272.9594097419355
2022-09-30,279.27078215625
2022-12-31,189.34253985714287
